,Unnamed: 0,date,number of rooms,security level of the community,residence space,building space,noise level,waterfront,view,air quality level,aboveground space ,basement space,building year,decoration year,district,city,zip code,region,exchange rate,total cost,label,lat,lng
3115,3115,2014/6/25 0:00,3,2.25,1700,3333,1.5,0,0,3,1100,600,1924,2011,6720 4th Ave NW,Seattle,WA 98117,USA,6.908560106,555232.8039,2,47.6784015,-122.3612367
3116,3116,2014/6/25 0:00,4,2.5,2070,5415,2,0,0,3,2070,0,1996,0,25024 SE 41st Dr,Issaquah,WA 98029,USA,6.477376322,547738.4312,2,47.5705987,-122.0059171
3117,3117,2014/6/25 0:00,3,2.5,1790,8144,2,0,0,3,1790,0,1989,0,907 221st Ave NE,Sammamish,WA 98074,USA,7.893651841,525280.2517,2,47.6169498,-122.0450676
3118,3118,2014/6/25 0:00,4,2.75,2890,6825,1,0,0,3,1560,1330,1973,2013,11826 NE 145th St,Kirkland,WA 98034,USA,6.232835293,555657.3783,2,47.7339844,-122.1819546
3119,3119,2014/6/25 0:00,5,3,2790,19439,1,0,3,5,1500,1290,1973,0,18823 SE 216th St,Renton,WA 98058,USA,7.706675311,471593.4795,1,47.4087385,-122.0890825
3120,3120,2014/6/25 0:00,4,2.75,2720,4613,2,0,0,3,2720,0,2005,0,8827 NE 148th Pl,Kenmore,WA 98028,USA,6.850098638,580807.8294,2,47.7352425,-122.2229409
3121,3121,2014/6/25 0:00,3,1.75,1870,9000,1,0,0,5,1870,0,1958,0,12521 3rd Ave NW,Seattle,WA 98177,USA,7.016651243,547636.4843,2,47.7202795,-122.3613281
3122,3122,2014/6/25 0:00,4,4,3570,8250,2,0,0,3,2860,710,2013,1923,8416 SE 36th St,Mercer Island,WA 98040,USA,7.648387662,592475.5199,2,47.5784074,-122.2259379
3123,3123,2014/6/25 0:00,3,2.25,2680,9162,1,0,0,3,1570,1110,1978,0,4222 186th Pl SE,Issaquah,WA 98027,USA,6.589634466,589882.9235,2,47.5683525,-122.0910879
3124,3124,2014/6/25 0:00,4,2.5,2690,4736,2,0,0,3,2690,0,2001,0,9754 228th Terrace NE,Redmond,WA 98053,USA,7.048513557,590242.8595,2,47.6869021,-122.0358596
3125,3125,2014/6/25 0:00,5,2.5,2700,21208,1,0,0,4,1950,750,1955,2009,13987 SE 2nd St,Bellevue,WA 98005,USA,7.732156473,589696.3053,2,47.607876,-122.1540215
3126,3126,2014/6/25 0:00,3,1.75,1620,6000,1,0,0,5,1040,580,1947,0,8024 Corliss Ave N,Seattle,WA 98103,USA,7.648697233,616011.9501,2,47.6876983,-122.3306564
3127,3127,2014/6/25 0:00,3,2.75,1850,16960,1,0,2,4,1850,0,1953,1983,633 NW 116th St,Seattle,WA 98177,USA,6.529077602,612658.7223,2,47.7127244,-122.3650147
3128,3128,2014/6/25 0:00,4,2.75,1910,16532,1,0,0,4,1420,490,1940,2001,9025 26th Ave NW,Seattle,WA 98117,USA,7.600710464,622384.1485,2,47.6950299,-122.3899536
3129,3129,2014/6/25 0:00,4,2.5,2180,3375,1.5,0,0,4,1420,760,1926,1993,7615 3rd Ave NW,Seattle,WA 98117,USA,7.44943527,653055.3699,2,47.6845677,-122.3609956
3130,3130,2014/6/25 0:00,4,1.5,1880,6200,1,0,2,5,1440,440,1954,0,3973 SW Arroyo Dr,Seattle,WA 98146,USA,7.038162633,637869.917,2,47.503522,-122.3844824
3131,3131,2014/6/25 0:00,5,2,2000,4211,1.5,0,2,4,1280,720,1908,0,2406 E Helen St,Seattle,WA 98112,USA,6.399512394,689570.3775,2,47.6283302,-122.3012502
3132,3132,2014/6/25 0:00,4,2.5,2770,5686,2,0,0,3,2770,0,2004,2003,912 274th Way SE,Sammamish,WA 98075,USA,6.548548223,695032.2311,2,47.5997756,-121.9731664
3133,3133,2014/6/25 0:00,3,2.5,2610,7510,2,0,0,3,2610,0,1996,0,15317 NE 66th Ct,Redmond,WA 98052,USA,7.618843548,700298.4229,3,47.6648199,-122.1370333
3134,3134,2014/6/25 0:00,4,2.5,2490,5170,2,0,0,4,2490,0,2000,0,13321 NE 92nd Way,Redmond,WA 98052,USA,7.585225734,706432.2006,3,47.6836091,-122.1620851
3135,3135,2014/6/25 0:00,5,2.5,2980,5377,2,0,0,3,2980,0,2006,0,11931 179th Pl NE,Redmond,WA 98052,USA,7.262414204,710381.754,3,47.7074151,-122.1010069
3136,3136,2014/6/25 0:00,4,2.5,3000,10392,2,0,0,3,3000,0,1995,0,875 Cyprus Ct NW,Issaquah,WA 98027,USA,6.404567924,709875.9325,3,47.5348189,-122.0488516
3137,3137,2014/6/25 0:00,5,2.5,2700,16570,1,0,0,4,1750,950,1967,0,428 129th Pl NE,Bellevue,WA 98005,USA,6.337293123,679480.2826,2,47.6144657,-122.1671476
3138,3138,2014/6/25 0:00,4,2.5,2760,6000,2,0,0,5,2230,530,1942,0,8107 31st Ave NE,Seattle,WA 98115,USA,6.489890841,728830.8448,3,47.6876731,-122.29534
3139,3139,2014/6/25 0:00,4,3.5,4000,15253,2,0,0,3,4000,0,2007,0,34006 SE Salal St,Snoqualmie,WA 98065,USA,6.91640638,712191.8811,3,47.5432856,-121.8868926
3140,3140,2014/6/25 0:00,4,2.5,3920,12415,2,0,0,3,3920,0,1997,0,23013 SE 44th St,Sammamish,WA 98075,USA,6.04132126,736893.4925,3,47.5658062,-122.032215
3141,3141,2014/6/25 0:00,4,2.5,3070,8086,2,0,0,3,3070,0,2005,0,6908 135th Pl SE,Newcastle,WA 98059,USA,7.727549952,745366.3211,3,47.5398404,-122.160191
3142,3142,2014/6/25 0:00,5,3.25,4500,9648,2,0,4,4,3000,1500,1968,0,4209 NE 135th St,Seattle,WA 98125,USA,6.895604241,839262.0808,3,47.7261618,-122.2818947
3143,3143,2014/6/25 0:00,4,2.75,2840,4000,1.5,0,0,5,1960,880,1912,0,2019 33rd Ave S,Seattle,WA 98144,USA,6.29224238,853005.7543,3,47.5845738,-122.2912386
3144,3144,2014/6/25 0:00,4,1,2550,4000,2,0,0,3,2370,180,1905,2010,1816 2nd Ave N,Seattle,WA 98109,USA,6.961864771,878600.0524,3,47.635428,-122.3528996
3145,3145,2014/6/25 0:00,5,3.5,3100,10200,1,0,4,3,1660,1440,1970,2014,408 172nd Pl NE,Bellevue,WA 98008,USA,7.236297543,845725.6568,3,47.6133564,-122.11205
3146,3146,2014/6/25 0:00,5,2.25,2370,15512,2,0,0,4,2370,0,1981,0,14207 SE 52nd Pl,Bellevue,WA 98006,USA,7.125082704,859860.8806,3,47.5555479,-122.1501419
3147,3147,2014/6/25 0:00,5,3.25,3160,5000,2,0,2,3,2180,980,2005,0,3700 W Fulton St,Seattle,WA 98199,USA,7.350630867,950965.5134,3,47.6462529,-122.4050822
3148,3148,2014/6/25 0:00,5,3,2620,5477,2,0,0,3,2620,0,2009,0,3655 NE 73rd St,Seattle,WA 98115,USA,6.417489154,954815.2757,3,47.6804486,-122.2879355
3149,3149,2014/6/25 0:00,3,4.5,4380,47044,2,1,3,3,3720,660,1968,1990,14423 25th Ave SW,Burien,WA 98166,USA,6.51837849,908422.6145,3,47.4730276,-122.3653419
3150,3150,2014/6/25 0:00,4,2.25,3310,127631,2,0,0,5,3310,0,1924,1956,15445 NE 144th Pl,Woodinville,WA 98072,USA,7.83745486,360523.0863,1,47.7321883,-122.1337298
3151,3151,2014/6/25 0:00,4,1.75,3990,13470,2,0,0,3,3990,0,2006,0,15527 SE 79th Pl,Newcastle,WA 98059,USA,7.639319404,1126380.921,3,47.5304756,-122.1313448
3152,3152,2014/6/25 0:00,4,3.5,3770,37034,2,0,0,3,2830,940,1989,0,14203 NE 40th Pl,Bellevue,WA 98007,USA,7.740477185,1096441.82,3,47.6463676,-122.1510183
3153,3153,2014/6/25 0:00,4,3.5,4660,17398,2,0,2,3,4660,0,2003,0,17069 SE 65th Pl,Bellevue,WA 98006,USA,6.053184739,1249342.003,3,47.5421931,-122.1122313
3154,3154,2014/6/25 0:00,5,3.5,5850,22885,2,0,2,4,4670,1180,1978,2000,9625-9701 SE 5th St,Bellevue,WA 98004,USA,6.290399279,1612890.479,3,47.6064698,-122.2123465
3155,3155,2014/6/26 0:00,3,1,1310,9612,1,0,0,3,960,350,1962,2003,34025 39th Ave S,Auburn,WA 98001,USA,6.929599755,116661.9875,0,47.2958362,-122.2848684
3156,3156,2014/6/26 0:00,3,1.5,1220,6000,1,0,0,3,1220,0,1968,1997,472-598 Lind Ave NW,Renton,WA 98057,USA,6.255145796,161814.0545,0,47.489911,-122.2218386
3157,3157,2014/6/26 0:00,3,1.75,1260,9346,1,0,0,4,1260,0,1963,0,11612 SE 258th St,Kent,WA 98030,USA,7.557805629,137328.155,0,47.3712892,-122.1860139
3158,3158,2014/6/26 0:00,2,1,920,7569,1,0,0,4,920,0,1950,1983,12120-12198 24th Ave S,Burien,WA 98168,USA,6.912354079,149680.6266,0,47.4951994,-122.3021136
3159,3159,2014/6/26 0:00,2,1,720,8040,1,0,0,3,720,0,1943,2002,15252 20th Ave SW,Burien,WA 98166,USA,6.226884039,192115.0082,0,47.4652168,-122.3587302
3160,3160,2014/6/26 0:00,3,1.5,1090,8160,1,0,0,3,1090,0,1967,2014,16430 125th Ave SE,Renton,WA 98058,USA,6.91862752,203319.4573,0,47.4550658,-122.1749166
3161,3161,2014/6/26 0:00,2,1.75,1390,4482,1,0,0,4,1390,0,1980,0,24801-24805 11th Ave S,Des Moines,WA 98198,USA,7.165429658,213174.3114,0,47.3793622,-122.3202068
3162,3162,2014/6/26 0:00,3,1,1090,6710,1.5,0,0,5,1090,0,1912,0,116 J St SE,Auburn,WA 98002,USA,6.213082913,217823.7549,0,47.306561,-122.21728
3163,3163,2014/6/26 0:00,3,1.5,1660,15600,2,0,0,3,1660,0,1981,2013,38205 45th Ave S,Auburn,WA 98001,USA,6.751870936,203166.225,0,47.2589195,-122.2788723
3164,3164,2014/6/26 0:00,4,1.5,1600,9289,1,0,0,4,1600,0,1959,0,214-220 N St NE,Auburn,WA 98002,USA,7.046616499,187728.9395,0,47.3104199,-122.211879
3165,3165,2014/6/26 0:00,3,1.75,1500,11968,1,0,0,3,1500,0,2014,0,32428-32598 5th Ave,Black Diamond,WA 98010,USA,7.587519713,205038.5888,0,47.3099437,-122.0018447
3166,3166,2014/6/26 0:00,3,2,1700,11475,1,0,0,5,970,730,1945,0,238 SW 132nd St,Burien,WA 98146,USA,7.54716005,153309.8739,0,47.48509,-122.3382395
3167,3167,2014/6/26 0:00,2,1.75,1590,11276,1,0,0,4,1590,0,1972,0,936 Pike Pl NE,Auburn,WA 98002,USA,6.70621227,164782.8051,0,47.3176142,-122.209958
3168,3168,2014/6/26 0:00,3,1,1060,9946,1,0,0,4,1060,0,1956,0,17736 41st Ave S,SeaTac,WA 98188,USA,6.270282963,210397.916,0,47.4432556,-122.2821752
3169,3169,2014/6/26 0:00,4,2,1330,5926,1,0,0,4,1330,0,1942,1982,2109 NE 8th St,Renton,WA 98056,USA,7.363190575,212320.6626,0,47.4960191,-122.1898974
3170,3170,2014/6/26 0:00,4,1,1200,2171,1.5,0,0,3,1200,0,1933,0,10720 Stone Ave N,Seattle,WA 98133,USA,6.726769916,236273.0112,0,47.7075635,-122.3417906
3171,3171,2014/6/26 0:00,3,1,1140,27760,1,0,0,4,1140,0,1981,0,27529 SE High Point Way,Issaquah,WA 98027,USA,6.411050449,233498.8764,0,47.5371618,-121.9721425
3172,3172,2014/6/26 0:00,3,1,1750,7800,1,0,0,4,1150,600,1956,0,16004 7th Ave SW,Burien,WA 98166,USA,6.70808735,202255.2474,0,47.4595248,-122.3432155
3173,3173,2014/6/26 0:00,3,2,1900,8002,1,0,0,3,1900,0,1991,0,1209 SW 347th Pl,Federal Way,WA 98023,USA,6.170996123,223073.5054,0,47.2909959,-122.3519264
3174,3174,2014/6/26 0:00,4,1,1230,7410,1.5,0,0,3,1230,0,1944,0,650 SW 137th St,Burien,WA 98166,USA,7.491590418,209388.1587,0,47.4797913,-122.3440717
3175,3175,2014/6/26 0:00,3,1,1640,12384,1,0,0,4,1090,550,1954,1979,2628 S 309th St,Federal Way,WA 98003,USA,7.03541283,219098.8529,0,47.3256766,-122.2980888
3176,3176,2014/6/26 0:00,5,2,2080,16117,1,0,0,5,1740,340,1959,0,28830 34th Ave S,Auburn,WA 98001,USA,6.126241439,190859.5229,0,47.3424628,-122.2889852
3177,3177,2014/6/26 0:00,3,2,1470,20000,1,0,0,4,1470,0,1968,0,19627 SE Auburn-Black Diamond Rd,Auburn,WA 98092,USA,7.1902941,156733.3816,0,47.2973203,-122.0801659
3178,3178,2014/6/26 0:00,2,1,930,7740,1,0,0,3,930,0,1924,2011,11020 34th Ave NE,Seattle,WA 98125,USA,6.719831328,234021.3133,0,47.7090602,-122.2918196
3179,3179,2014/6/26 0:00,3,2.5,1630,7700,1,0,0,3,1120,510,1978,0,9812 S 239th Pl,Kent,WA 98031,USA,7.503599461,262858.3817,0,47.3876346,-122.2110028
3180,3180,2014/6/26 0:00,3,2.5,1650,6684,2,0,0,3,1650,0,1991,0,11813 SE 219th Pl,Kent,WA 98031,USA,6.774028813,259611.0692,0,47.4051045,-122.1840886
3181,3181,2014/6/26 0:00,4,2.25,2600,9900,1,0,0,3,1600,1000,1965,1993,7703 S 128th St,Seattle,WA 98178,USA,7.059290379,204431.6316,0,47.4881385,-122.2368597
3182,3182,2014/6/26 0:00,3,1.75,1580,6620,1,0,0,3,1580,0,1988,2000,2401 S 359th St,Federal Way,WA 98003,USA,6.801543431,274219.4815,0,47.2797716,-122.3029593
3183,3183,2014/6/26 0:00,4,2.25,2070,7350,2,0,0,4,2070,0,1977,0,26732 Carnaby Way,Kent,WA 98032,USA,7.100599988,270499.8996,0,47.3614769,-122.2742999
3184,3184,2014/6/26 0:00,2,1,1010,7200,1,0,0,3,1010,0,1975,0,18716 35th Ave NE,Lake Forest Park,WA 98155,USA,6.49696374,273193.9438,0,47.7651302,-122.2911536
3185,3185,2014/6/26 0:00,4,2.25,2260,7200,2,0,0,4,2260,0,1984,0,21114-21120 119th Ave SE,Kent,WA 98031,USA,6.902274062,279107.7717,0,47.4122401,-122.1826582
3186,3186,2014/6/26 0:00,3,1.75,1570,15330,1,0,0,3,1080,490,1956,2001,15821 4th Ave SW,Burien,WA 98166,USA,6.601520892,244594.0392,0,47.4607364,-122.3395096
3187,3187,2014/6/26 0:00,3,2.25,1780,10395,1,0,0,3,1780,0,1967,2011,14229 SE 165th Pl,Renton,WA 98058,USA,6.535684933,286814.3873,0,47.4538783,-122.1498587
3188,3188,2014/6/26 0:00,4,1.75,1530,17664,1.5,0,0,3,1530,0,1968,1997,16411 139th Pl SE,Renton,WA 98058,USA,6.307364179,282687.0814,0,47.4550827,-122.1551324
3189,3189,2014/6/26 0:00,4,2.5,2430,5499,2,0,0,3,2430,0,2002,0,16218 163rd Pl SE,Covington,WA 98042,USA,6.848452702,273495.8011,0,47.3779698,-122.1250156
3190,3190,2014/6/26 0:00,4,2.5,1940,10200,1,0,0,4,1140,800,1977,0,20825 135th Ave SE,Kent,WA 98042,USA,7.646849412,306945.7418,1,47.4156982,-122.1611692
3191,3191,2014/6/26 0:00,3,2,1550,34175,1.5,0,0,3,1550,0,1999,0,48115 SE Mt Si Rd,North Bend,WA 98045,USA,7.922678905,190281.8078,0,47.4855158,-121.6983034
3192,3192,2014/6/26 0:00,2,1,950,5316,1,0,2,3,950,0,1948,1994,3743 Belvidere Ave SW,Seattle,WA 98126,USA,6.281452162,307177.2962,1,47.5699589,-122.3799313
3193,3193,2014/6/26 0:00,4,3,1930,3031,1,0,0,3,1200,730,2006,0,26418 NE Anderson St,Duvall,WA 98019,USA,7.507660474,314123.7843,1,47.7456368,-121.9850556
3194,3194,2014/6/26 0:00,3,2.5,1769,7324,2,0,0,3,1769,0,2012,1912,11515 SE 302nd Ct,Auburn,WA 98092,USA,6.327535236,331590.9048,1,47.3301401,-122.1875697
3195,3195,2014/6/26 0:00,2,1,950,7954,1,0,0,4,950,0,1941,1998,2016 S Pearl St,Seattle,WA 98108,USA,7.290376802,284682.1931,0,47.5569024,-122.306004
3196,3196,2014/6/26 0:00,3,2.25,1780,16290,2,0,0,4,1780,0,1987,0,15617 160th Ct SE,Renton,WA 98058,USA,6.24272486,289709.966,0,47.4622621,-122.1270197
3197,3197,2014/6/26 0:00,4,2.5,2580,5476,2,0,0,3,2580,0,2005,0,10125 SE 220th Pl,Kent,WA 98031,USA,6.939947197,316928.9338,1,47.404282,-122.2049049
3198,3198,2014/6/26 0:00,4,2.75,2530,7350,1,0,0,5,1280,1250,1977,0,32148-32298 33rd Ave SW,Federal Way,WA 98023,USA,7.108816086,317328.4584,1,47.3131481,-122.3731696
3199,3199,2014/6/26 0:00,3,1.5,1400,8840,1,0,0,4,1400,0,1952,0,1721 NE 136th St,Seattle,WA 98125,USA,6.959122686,328628.5188,1,47.7273123,-122.3089174
3200,3200,2014/6/26 0:00,3,1.5,2450,12497,1,0,0,4,2450,0,1967,0,7670 10th Ave NW,Snoqualmie,WA 98065,USA,6.578544955,282225.6145,0,47.5317111,-121.8335758
3201,3201,2014/6/26 0:00,5,1.75,1940,6654,1.5,0,0,4,1940,0,1953,1983,15212 20th Ave SW,Burien,WA 98166,USA,7.426030761,329590.6105,1,47.4663224,-122.3588798
3202,3202,2014/6/26 0:00,5,2,2280,19000,1.5,0,0,3,2280,0,1924,2011,14937 20th Ave SW,Burien,WA 98166,USA,6.428344667,277885.4429,0,47.4683591,-122.3593265
3203,3203,2014/6/26 0:00,3,1.5,2380,14500,1,0,0,4,1850,530,1961,2001,6340 NE 196th St,Kenmore,WA 98028,USA,6.456990503,350415.5122,1,47.7713993,-122.2559104
3204,3204,2014/6/26 0:00,4,2.5,3200,22651,1,0,0,5,1610,1590,1970,0,23310 118th Pl SE,Kent,WA 98031,USA,7.063384481,382176.4204,1,47.3930686,-122.1830848
3205,3205,2014/6/26 0:00,3,3.25,1370,913,2,0,0,3,1100,270,2006,0,4438 44th Ave SW,Seattle,WA 98116,USA,6.891741688,385476.603,1,47.5636405,-122.3878045
3206,3206,2014/6/26 0:00,4,3,3060,5000,2,0,0,3,3060,0,2001,0,16126 SE 249th Pl,Covington,WA 98042,USA,6.100858919,398391.3124,1,47.3786082,-122.125967
3207,3207,2014/6/26 0:00,4,2.5,2220,4652,2,0,0,3,2220,0,2001,0,4839 NE 5th St,Renton,WA 98059,USA,7.35890617,371222.7934,1,47.4903801,-122.1540592
3208,3208,2014/6/26 0:00,4,2.75,4230,31747,2,0,0,4,4230,0,1985,0,14323-14347 155th Ave NE,Woodinville,WA 98072,USA,7.310868639,338428.421,1,47.7308539,-122.1329506
3209,3209,2014/6/26 0:00,3,2.5,2490,4540,2.5,0,0,3,2490,0,2012,1912,4724 NE 14th St,Renton,WA 98059,USA,6.973717408,408147.6722,1,47.5051506,-122.1552673
3210,3210,2014/6/26 0:00,3,1,1170,6700,1,0,0,3,1170,0,1957,2000,3510 NE 115th St,Seattle,WA 98125,USA,6.679633405,395901.2688,1,47.712197,-122.2901661
3211,3211,2014/6/26 0:00,3,2.5,2370,5353,2,0,0,3,2370,0,2009,0,14522 271st Ct NE,Duvall,WA 98019,USA,6.453600035,428274.5028,1,47.7333112,-121.9749865
3212,3212,2014/6/26 0:00,4,2.75,2110,8751,1,0,0,3,1510,600,1962,2003,18447-18509 94th Ave NE,Bothell,WA 98011,USA,7.306495534,410941.9448,1,47.762027,-122.2152654
3213,3213,2014/6/26 0:00,4,2.5,2250,7526,2,0,0,3,2250,0,1989,0,5120 NE 23rd St,Renton,WA 98059,USA,6.972969879,411685.885,1,47.5122027,-122.1500888
3214,3214,2014/6/26 0:00,3,1.5,2120,6290,1,0,0,4,1220,900,1949,1985,4231 Powell Pl S,Seattle,WA 98108,USA,7.409498438,417173.49,1,47.5658812,-122.3179756
3215,3215,2014/6/26 0:00,4,2.5,2160,7826,1,0,0,4,1390,770,1976,1992,20111 47th Ave NE,Lake Forest Park,WA 98155,USA,7.205645915,432335.9061,1,47.7754669,-122.2761639
3216,3216,2014/6/26 0:00,4,1.5,1770,5750,2,0,0,3,1770,0,1947,2012,4527 48th Ave SW,Seattle,WA 98116,USA,7.957485321,402799.5438,1,47.5621515,-122.3938041
3217,3217,2014/6/26 0:00,2,1.5,1370,1221,2,0,0,3,1080,290,2008,0,207 20th Ave,Seattle,WA 98122,USA,6.32031676,443329.6355,1,47.6038582,-122.3065095
3218,3218,2014/6/26 0:00,3,1.5,1530,23660,1,0,0,3,1530,0,1952,2008,3210 NE 163rd St,Lake Forest Park,WA 98155,USA,7.274601288,358314.7406,1,47.746684,-122.2949439
3219,3219,2014/6/26 0:00,5,2.75,2830,8925,1.5,0,0,3,2830,0,1967,2011,12112 NE 143rd Pl,Kirkland,WA 98034,USA,6.22596381,401494.2058,1,47.73097,-122.1789071
3220,3220,2014/6/26 0:00,4,2.5,2550,19017,1,0,0,4,1300,1250,1961,2001,19259-19499 40th Pl NE,Lake Forest Park,WA 98155,USA,7.027611326,352012.9195,1,47.7700447,-122.2854032
3221,3221,2014/6/26 0:00,3,2.5,1730,8490,1,0,0,3,1210,520,1969,2010,9037 NE 132nd Pl,Kirkland,WA 98034,USA,7.587703605,406888.5601,1,47.7186965,-122.2191241
3222,3222,2014/6/26 0:00,2,1.75,1240,6417,1,0,0,5,1240,0,1924,1956,6528 37th Ave SW,Seattle,WA 98126,USA,6.83074191,454784.5975,1,47.5439066,-122.3788618
3223,3223,2014/6/26 0:00,3,1.75,1520,11085,1,0,0,3,1520,0,1983,2009,20331 NE 40th Ct,Sammamish,WA 98074,USA,7.211239215,425083.8478,1,47.6460672,-122.067952
3224,3224,2014/6/26 0:00,3,1.75,1440,11787,1,0,0,3,1440,0,1983,2009,22913 NE 20th Pl,Sammamish,WA 98074,USA,7.28114877,436415.0742,1,47.6276288,-122.0330678
3225,3225,2014/6/26 0:00,3,3.5,1590,1102,3,0,0,3,1590,0,2010,0,769 N 74th St,Seattle,WA 98103,USA,6.71080468,513553.5762,2,47.6823597,-122.3469566
3226,3226,2014/6/26 0:00,4,2.75,3030,6625,2,0,0,3,3030,0,2011,0,4924 SE 2nd Pl,Renton,WA 98059,USA,6.180164902,498140.5367,1,47.4815045,-122.1521225
3227,3227,2014/6/26 0:00,3,2,2330,26571,2.5,0,0,3,2330,0,1987,2000,13607 SE 10th St,Bellevue,WA 98005,USA,7.951079339,331432.9509,1,47.6009494,-122.1579847
3228,3228,2014/6/26 0:00,3,3,2410,7479,2,0,2,3,2410,0,1942,1988,3715 NE 153rd St,Lake Forest Park,WA 98155,USA,6.394713625,512924.918,2,47.7394035,-122.2880781
3229,3229,2014/6/26 0:00,5,3,3640,6930,2,0,0,3,3640,0,2004,2003,24709 SE 278th St,Maple Valley,WA 98038,USA,7.908723831,514343.9588,2,47.3521557,-122.0119716
3230,3230,2014/6/26 0:00,4,2.5,2480,16360,1,0,0,5,1510,970,1959,0,18500-18560 58th Ave NE,Kenmore,WA 98028,USA,6.61652358,543804.8142,2,47.7638052,-122.2649416
3231,3231,2014/6/26 0:00,5,3,3690,49709,1,0,2,3,2690,1000,1960,2012,23444 10th Ave S,Des Moines,WA 98198,USA,7.726795207,542880.1684,2,47.3908127,-122.3202077
3232,3232,2014/6/26 0:00,4,1.75,1720,6975,1,0,0,3,1420,300,1975,0,4528 165th Ave NE,Redmond,WA 98052,USA,7.5751588,569071.8843,2,47.6503333,-122.1208281
3233,3233,2014/6/26 0:00,3,2.5,3240,8016,2,0,0,3,2910,330,2004,2003,35019 SE Curtis Dr,Snoqualmie,WA 98065,USA,6.330280588,572901.7639,2,47.5382015,-121.8771672
3234,3234,2014/6/26 0:00,4,2.5,2770,10274,2,0,0,3,2770,0,1989,0,3823 242nd Ave SE,Issaquah,WA 98029,USA,6.665751018,598625.0266,2,47.5747572,-122.0179076
3235,3235,2014/6/26 0:00,6,3.5,3600,6875,2,0,0,3,2740,860,2004,2003,6731 Silent Creek Ave SE,Snoqualmie,WA 98065,USA,7.671204952,617352.1687,2,47.5400635,-121.8784629
3236,3236,2014/6/26 0:00,3,2,2460,41343,1,0,0,4,2460,0,1988,0,23857 SE 98th Pl,Issaquah,WA 98027,USA,6.531105667,363811.1233,1,47.5142148,-122.0213579
3237,3237,2014/6/26 0:00,3,1.75,2430,5000,2,0,0,4,1760,670,1945,0,6723 12th Ave NW,Seattle,WA 98117,USA,7.688311934,602107.5414,2,47.6785336,-122.3722072
3238,3238,2014/6/26 0:00,3,2,1660,3729,1,0,0,5,970,690,1922,1956,6318 SW Marguerite Ct,Seattle,WA 98116,USA,7.133274141,630546.2848,2,47.57404,-122.414146
3239,3239,2014/6/26 0:00,3,2.5,2480,37843,1.5,1,3,4,2480,0,1974,0,7030 SW Maury Park Rd,Vashon,WA 98070,USA,7.114962744,577784.4361,2,47.4002175,-122.4219271
3240,3240,2014/6/26 0:00,2,1.75,1950,10766,1,0,3,4,1160,790,1952,0,3533 SW 171st St,Burien,WA 98166,USA,6.764135306,617285.1858,2,47.450578,-122.377132
3241,3241,2014/6/26 0:00,4,2.5,2670,11877,2,0,0,3,2670,0,1996,0,2522 227th Pl NE,Sammamish,WA 98074,USA,6.427980262,597666.5835,2,47.6327276,-122.035922
3242,3242,2014/6/26 0:00,4,2.5,2150,27540,2,0,0,3,2150,0,1997,0,3046 Quail Creek Way NE,Redmond,WA 98053,USA,7.677004865,640248.526,2,47.6369858,-121.9691416
3243,3243,2014/6/26 0:00,5,3.5,2720,7598,2,0,0,3,1860,860,1993,0,8921 42nd Ave NE,Seattle,WA 98115,USA,7.737550184,681475.769,2,47.6931007,-122.2828777
3244,3244,2014/6/26 0:00,3,2.75,2590,12063,2,0,0,3,2590,0,1993,0,5633 165th Pl SE,Bellevue,WA 98006,USA,6.973308255,677537.9782,2,47.5527003,-122.1195896
3245,3245,2014/6/26 0:00,3,3.25,3740,136915,2.5,0,0,3,3100,640,1990,2009,16469 Marine View Dr SW,Burien,WA 98166,USA,6.024179857,390178.3235,1,47.4548412,-122.3631976
3246,3246,2014/6/26 0:00,6,3,3110,5000,1.5,0,0,5,1810,1300,1921,0,812 N 47th St,Seattle,WA 98103,USA,7.581684114,717748.9272,3,47.6630813,-122.3479757
3247,3247,2014/6/26 0:00,4,2.75,2880,4000,1.5,0,0,3,2100,780,1912,2000,2101 31st Ave S,Seattle,WA 98144,USA,6.079624752,732916.8951,3,47.5843248,-122.2933705
3248,3248,2014/6/26 0:00,3,2.5,1980,13964,1,0,0,5,1980,0,1959,0,4201-4213 Island Crest Way,Mercer Island,WA 98040,USA,7.526322607,724417.5992,3,47.5712411,-122.2269108
3249,3249,2014/6/26 0:00,4,2.5,2660,10800,1,0,0,3,2660,0,1955,2014,12345 SE 23rd Pl,Bellevue,WA 98005,USA,6.610182511,751270.9991,3,47.5894082,-122.1721116
3250,3250,2014/6/26 0:00,3,2.75,2850,14800,1,0,0,4,1920,930,1976,1992,4904 145th Ave SE,Bellevue,WA 98006,USA,6.416981141,726551.9527,3,47.5590464,-122.1459236
3251,3251,2014/6/26 0:00,4,3.25,3060,3898,2,0,0,3,2300,760,2014,0,2354 NW Harmony Way,Issaquah,WA 98027,USA,6.016258932,767832.2822,3,47.5311522,-122.0731833
3252,3252,2014/6/26 0:00,3,1.75,2080,75794,1,0,0,3,2080,0,1958,2004,11406 NE 112th St,Kirkland,WA 98033,USA,7.070351811,457652.6059,1,47.701834,-122.1888222
3253,3253,2014/6/26 0:00,4,2.5,2990,16809,2,0,0,3,2990,0,1990,2009,19745 NE 127th Pl,Woodinville,WA 98077,USA,6.212745686,723507.2959,3,47.712353,-122.0729741
